app_id,name,community_id,community_size
474830,Time in Time,0,2185
475240,ORCS,0,2185
477290,Magma Tsunami,0,2185
477310,Space Hole 2016,0,2185
478210,BUDDY,0,2185
481510,Night in the Woods,0,2185
482330,Legends of the Universe - StarCore,0,2185
483950,SMILE GAME BUILDER,0,2185
484830,Deep Blue 3D Maze in Space,0,2185
485030,PLANET ALPHA,0,2185
485160,Black Hole Hazard,0,2185
485260,Talent Not Included,0,2185
485640,Genius Greedy Mouse,0,2185
485660,Karma Miwa,0,2185
487040,88 Heroes,0,2185
487160,Trials of Azra,0,2185
487330,Totally Unbalanced,0,2185
488580,Hover 2030,0,2185
489110,Putty Pals,0,2185
489660,Fabric,0,2185
490870,Weird Hero,0,2185
491000,Gravity Cat,0,2185
491010,IN-VERT: Definitive Edition,0,2185
491060,League of Evil,0,2185
491650,Reset 1-1,0,2185
492430,Alteric,0,2185
493200,RiME,0,2185
494430,Praey for the Gods,0,2185
494580,STANDBY,0,2185
494700,Eliosi's Hunt,0,2185
494990,Too Angry to Space,0,2185
495050,Mega Man Legacy Collection 2,0,2185
495350,Woodle Tree 2: Worlds,0,2185
495890,Montaro,0,2185
495980,Selma and the Wisp,0,2185
496120,LaserCat,0,2185
496310,Momento Temporis: Light from the Deep,0,2185
496400,Renoir,0,2185
497080,Construct: Escape the System,0,2185
497460,Mervils: A VR Adventure,0,2185
497780,Recursed,0,2185
498330,Cats are Liquid - A Light in the Shadows,0,2185
498620,The Shadowland,0,2185
498660,Mind Spheres,0,2185
499340,Turner,0,2185
499460,Tomato Jones,0,2185
500260,Ben and Ed - Blood Party,0,2185
501480,Lost Socks: Naughty Brothers,0,2185
502210,Super Markup Man,0,2185
502380,Tangled Up!,0,2185
502400,Redactem,0,2185
503180,MiniLAW: Ministry of Law,0,2185
503480,Mahluk:Dark Demon,0,2185
503550,DYE,0,2185
504430,The Watchmaker,0,2185
506900,Downward,0,2185
507520,Zzzz-Zzzz-Zzzz,0,2185
508530,HackyZack,0,2185
508760,Ball of Wonder,0,2185
508790,Flat Heroes,0,2185
508950,Beerman,0,2185
509210,Clockwork,0,2185
509250,TO THE TOP,0,2185
509860,Baezult,0,2185
509880,The End oo,0,2185
510050,You Have 10 Seconds,0,2185
510490,The Fall Part 2: Unbound,0,2185
511010,TAIKER,0,2185
512230,Sally's Law,0,2185
512300,Unbox: Newbie's Adventure,0,2185
512550,Cursed West,0,2185
513450,Drop Alive,0,2185
513620,SkyTime,0,2185
513780,Turbo Pug DX,0,2185
514360,Freedom Fighter,0,2185
514580,Cooking Witch,0,2185
514890,Super Jagua,0,2185
516130,Runner3,0,2185
517320,GunGirl 2,0,2185
521430,Super Switch,0,2185
521570,You Have 10 Seconds 2,0,2185
524250,Dad Quest,0,2185
525150,Space Fuss,0,2185
525360,Shio,0,2185
525370,Gobernators (Parodia política peruana),0,2185
525380,Demon Peak,0,2185
525510,Guns Gore and Cannoli 2,0,2185
525780,Doorways: Old Prototype,0,2185
527760,Just Hero,0,2185
528300,Soulless: Ray Of Hope,0,2185
528430,Wells,0,2185
528510,Turbo Pug 3D,0,2185
528720,Shu,0,2185
528960,Blanco: The Color of Adventure,0,2185
